Longcode	State	District	Stateabbrev	Rep	PVI	Simplecook	Cookrating	Party	Code	Score	urban	rural	ag	manufacturing	rich	poverty	white	nonwhite	black	hispanic	nonhispanicwhite	old
5001300US3915	Ohio	15	OH	Rep. Steve Stivers	R+6	Safe Rep	Solid Rep	Rep	OH-15	5	63.3	36.7	1.6	10.1	19.6	9.9	91.2	8.8	3.7	1.6	90.2	25.4
5001300US3916	Ohio	16	OH	Rep. Jim Renacci	R+6	Safe Rep	Solid Rep	Rep	OH-16	5	84.3	15.7	1.5	16.2	22.3	5.6	93.7	6.3	2.4	1.9	92.4	32.2
5001300US4001	Oklahoma	1	OK	Rep. Jim Bridenstine	R+18	Safe Rep	Solid Rep	Rep	OK-01	5	90.1	9.9	2.4	11.6	18	12.1	73.3	26.7	8.6	10.3	66.3	25.1
5001300US4002	Oklahoma	2	OK	Rep. Markwayne Mullin	R+20	Safe Rep	Solid Rep	Rep	OK-02	5	34.7	65.3	5.7	12.7	9.7	16.5	67.5	32.5	3.6	4.5	65.3	29.7
5001300US4003	Oklahoma	3	OK	Rep. Frank Lucas	R+26	Safe Rep	Solid Rep	Rep	OK-03	5	52.3	47.7	10	10.1	15.2	10.7	80	20	3.5	8.7	75.6	27.2
5001300US4004	Oklahoma	4	OK	Rep. Tom Cole	R+19	Safe Rep	Solid Rep	Rep	OK-04	5	66.5	33.5	5	7.6	16.8	10.7	77.7	22.3	6.8	8	72.4	24.5
5001300US4005	Oklahoma	5	OK	OPEN (Lankford)	R+12	Safe Rep	Solid Rep	Rep	OK-05	5	87.6	12.4	3.3	6.9	15.4	15.5	69.2	30.8	13.2	15.1	59.2	24.2
5001300US4101	Oregon	1	OR	Rep. Suzanne Bonamici	D+7	Safe Dem	Solid Dem	Dem	OR-01	11	87.9	12.1	1.9	16.8	26.4	10.2	80.3	19.7	1.5	14.1	72.7	24.4
5001300US4102	Oregon	2	OR	Rep. Greg Walden	R+10	Safe Rep	Solid Rep	Rep	OR-02	5	67.3	32.7	7	8.9	12.2	13.6	90.2	9.8	0.5	12.8	81.2	32.5
5001300US4103	Oregon	3	OR	Rep. Earl Blumenauer	D+22	Safe Dem	Solid Dem	Dem	OR-03	11	93.9	6.1	0.9	9.9	21.5	12.3	80.3	19.7	5.3	10.7	72.8	24
5001300US4104	Oregon	4	OR	Rep. Peter DeFazio	D+2	Safe Dem	Solid Dem	Dem	OR-04	11	71.8	28.2	3.2	11.1	12.6	13	89.9	10.1	0.7	7.2	85.1	32.8
5001300US4105	Oregon	5	OR	Rep. Kurt Schrader	EVEN	Safe Dem	Likely Dem	Dem	OR-05	10	84.3	15.7	3.8	10.3	19.9	11.5	85.6	14.4	0.7	15.9	76.5	29
5001300US4201	Pennsylvania	1	PA	Rep. Robert Brady	D+28	Safe Dem	Solid Dem	Dem	PA-01	11	100	0	0.1	7.3	14	20.9	48.3	51.7	35.3	15.7	41.4	21.9
5001300US4202	Pennsylvania	2	PA	Rep. Chaka Fattah	D+38	Safe Dem	Solid Dem	Dem	PA-02	11	100	0	0.1	4.3	16.5	21.2	30.6	69.4	58.9	5.9	28.6	24.5
5001300US4203	Pennsylvania	3	PA	Rep. Mike Kelly	R+8	Safe Rep	Solid Rep	Rep	PA-03	5	59.3	40.7	1.7	16.3	15.1	9.8	91.9	8.1	4.7	1.9	91	31.1
5001300US4204	Pennsylvania	4	PA	Rep. Scott Perry	R+9	Safe Rep	Solid Rep	Rep	PA-04	5	76.4	23.6	1.5	15.5	20.6	8.3	85.7	14.3	7.8	6.7	82.5	28.4
5001300US4205	Pennsylvania	5	PA	Rep. Glenn Thompson	R+8	Safe Rep	Solid Rep	Rep	PA-05	5	50.7	49.3	3.1	15.9	13.9	9.8	93.8	6.2	2.3	1.8	92.9	30.1
5001300US4206	Pennsylvania	6	PA	OPEN (Gerlach)	R+2	At-risk Rep	Lean Rep	Rep	PA-06	3	89.1	10.9	1.4	14.3	34.3	4.9	88.2	11.8	4.1	5.5	84.9	28
5001300US4207	Pennsylvania	7	PA	Rep. Pat Meehan	R+2	Safe Rep	Solid Rep	Rep	PA-07	5	87.6	12.4	1.4	10.6	37	4.4	88.2	11.8	5.7	2.8	86	29.5
5001300US4208	Pennsylvania	8	PA	Rep. Mike Fitzpatrick	R+1	At-risk Rep	Lean Rep	Rep	PA-08	3	90.5	9.5	0.4	13.5	36.2	3.6	89.1	10.9	3.9	4.3	85.9	29.7
5001300US4209	Pennsylvania	9	PA	Rep. Bill Shuster	R+14	Safe Rep	Solid Rep	Rep	PA-09	5	53.1	46.9	3.7	13.3	12.9	10.5	94.4	5.6	3.2	1.9	93.1	32
5001300US4210	Pennsylvania	10	PA	Rep. Tom Marino	R+12	Safe Rep	Solid Rep	Rep	PA-10	5	39.8	60.2	3.6	13.8	15.1	9.7	93.8	6.2	2.9	3.8	91.2	31.8
5001300US4211	Pennsylvania	11	PA	Rep. Lou Barletta	R+6	Safe Rep	Solid Rep	Rep	PA-11	5	65	35	1.3	12.1	16.5	8.6	89.6	10.4	5.2	4.7	87.1	31.4
5001300US4212	Pennsylvania	12	PA	Rep. Keith Rothfus	R+9	Safe Rep	Solid Rep	Rep	PA-12	5	74.7	25.3	1.1	11.5	21.9	6.5	93.3	6.7	3.2	1.4	92.5	33.9
5001300US4213	Pennsylvania	13	PA	OPEN (Schwartz)	D+13	Safe Dem	Solid Dem	Dem	PA-13	11	100	0	0.2	10.1	22.3	11	65.5	34.5	18.4	11.3	60.5	26.8
5001300US4214	Pennsylvania	14	PA	Rep. Mike Doyle	D+15	Safe Dem	Solid Dem	Dem	PA-14	11	99.8	0.2	0.4	6.8	13.7	14.1	72.5	27.5	21.3	1.9	71.3	29.7
5001300US4215	Pennsylvania	15	PA	Rep. Charlie Dent	R+2	Safe Rep	Solid Rep	Rep	PA-15	5	82.9	17.1	1	14.7	20.3	8	85.2	14.8	4.9	14	77.5	29
5001300US4216	Pennsylvania	16	PA	Rep. Joe Pitts	R+4	Safe Rep	Solid Rep	Rep	PA-16	5	85.5	14.5	2.9	16.1	18.8	11.2	83.2	16.8	6.5	17.3	73.4	26.5
5001300US4217	Pennsylvania	17	PA	Rep. Matt Cartwright	D+4	Safe Dem	Solid Dem	Dem	PA-17	11	80.2	19.8	0.8	13.6	15	9.8	88.3	11.7	6.2	7.7	83.4	31.3
5001300US4218	Pennsylvania	18	PA	Rep. Tim Murphy	R+10	Safe Rep	Solid Rep	Rep	PA-18	5	81.2	18.8	1.6	10.1	23.6	5.4	93.8	6.2	2.3	1.3	93	33.8
5001300US4401	Rhode Island	1	RI	Rep. David Cicilline	D+15	Safe Dem	Solid Dem	Dem	RI-01	11	97	3	0.3	11.5	21.4	11.5	78.8	21.2	8.7	15.3	71.1	27.4
5001300US4402	Rhode Island	2	RI	Rep. Jim Langevin	D+8	Safe Dem	Solid Dem	Dem	RI-02	11	84.5	15.5	0.5	11.3	26.4	7	84.6	15.4	4.2	11	79.8	28.9
5001300US4501	South Carolina	1	SC	Rep. Mark Sanford	R+11	Safe Rep	Solid Rep	Rep	SC-01	5	87.5	12.5	0.5	9	21.9	8.8	73.3	26.7	19.9	6.7	69.2	27.7
5001300US4502	South Carolina	2	SC	Rep. Joe Wilson	R+16	Safe Rep	Solid Rep	Rep	SC-02	5	73.4	26.6	1.1	9.9	20.2	10.5	70.7	29.3	22.9	5.2	68	26.5
5001300US4503	South Carolina	3	SC	Rep. Jeff Duncan	R+18	Safe Rep	Solid Rep	Rep	SC-03	5	50.4	49.6	1.3	19.9	12.3	14.5	77.4	22.6	18.7	4.6	74.5	29.4
5001300US4504	South Carolina	4	SC	Rep. Trey Gowdy	R+15	Safe Rep	Solid Rep	Rep	SC-04	5	84.9	15.1	0.4	18.8	17.1	13.9	74.4	25.6	19.3	7.6	69.2	26.2
5001300US4505	South Carolina	5	SC	Rep. Mick Mulvaney	R+9	Safe Rep	Solid Rep	Rep	SC-05	5	55.5	44.5	1.1	17.4	14.5	15	68.5	31.5	26.6	3.9	66.1	27
5001300US4506	South Carolina	6	SC	Rep. Jim Clyburn	D+21	Safe Dem	Solid Dem	Dem	SC-06	11	55.7	44.3	1.6	11.7	8.7	20.6	38.6	61.4	56.8	4.7	36.3	25.2
5001300US4507	South Carolina	7	SC	Rep. Tom Rice	R+7	Safe Rep	Solid Rep	Rep	SC-07	5	57	43	1.4	10.8	11.5	16.3	65.9	34.1	30	4.1	63.5	31.4
5001300US4600	South Dakota	0	SD	Rep. Kristi Noem	R+10	Safe Rep	Solid Rep	Rep	SD-AL	5	56.7	43.3	7.3	9.4	15.6	8.6	85.4	14.6	1.6	3	83.8	27.4
5001300US4701	Tennessee	1	TN	Rep. Phil Roe	R+25	Safe Rep	Solid Rep	Rep	TN-01	5	57.5	42.5	1	15.1	10.4	15.3	94.6	5.4	2.2	3.4	92	31.8
5001300US4702	Tennessee	2	TN	Rep. Jimmy Duncan	R+20	Safe Rep	Solid Rep	Rep	TN-02	5	74.1	25.9	0.7	9.8	15.2	12.4	89.3	10.7	6.6	3.6	86.6	28.7
5001300US4703	Tennessee	3	TN	Rep. Chuck Fleischmann	R+16	Safe Rep	Solid Rep	Rep	TN-03	5	62.8	37.2	1.2	14.8	14.1	12.6	85.2	14.8	11.1	3.4	82.6	30.5
5001300US4704	Tennessee	4	TN	Rep. Scott DesJarlais*	R+18	Safe Rep	Solid Rep	Rep	TN-04	5	56.2	43.8	1.7	18	13.3	13	86.8	13.2	8.1	5.5	82.4	25.3
5001300US4705	Tennessee	5	TN	Rep. Jim Cooper	D+5	Safe Dem	Solid Dem	Dem	TN-05	11	88.7	11.3	0.3	8.3	16	14.2	64.9	35.1	25.4	9.1	60.6	22.3
5001300US4706	Tennessee	6	TN	Rep. Diane Black	R+21	Safe Rep	Solid Rep	Rep	TN-06	5	48.2	51.8	1.8	14.9	14.6	11.5	91.9	8.1	4.6	3.7	89.6	29.3
5001300US4707	Tennessee	7	TN	Rep. Marsha Blackburn	R+18	Safe Rep	Solid Rep	Rep	TN-07	5	50.7	49.3	1.4	13.1	18.9	12.5	84.4	15.6	10	4.5	81.6	25.5
5001300US4708	Tennessee	8	TN	Rep. Stephen Fincher	R+19	Safe Rep	Solid Rep	Rep	TN-08	5	60.8	39.2	1.7	14.7	21.3	10.4	76.9	23.1	18.8	2.9	74.9	28.3
5001300US4709	Tennessee	9	TN	Rep. Steve Cohen	D+25	Safe Dem	Solid Dem	Dem	TN-09	11	98.5	1.5	0.2	7.6	10.5	22.7	28.3	71.7	65.3	6.8	24.7	21.2
5001300US4801	Texas	1	TX	Rep. Louie Gohmert	R+24	Safe Rep	Solid Rep	Rep	TX-01	5	56.8	43.2	6.7	11.3	14.8	14.9	76.8	23.2	18.1	16.2	63.7	27
5001300US4802	Texas	2	TX	Rep. Ted Poe	R+16	Safe Rep	Solid Rep	Rep	TX-02	5	98.1	1.9	3.9	11.1	34.9	8.2	72.8	27.2	10.7	31.7	48.8	20.5
5001300US4803	Texas	3	TX	Rep. Sam Johnson	R+17	Safe Rep	Solid Rep	Rep	TX-03	5	96.9	3.1	0.8	9.9	41.5	5.6	72.5	27.5	9.2	14.9	60.7	19
5001300US4804	Texas	4	TX	Rep. Ralph Hall	R+25	Safe Rep	Solid Rep	Rep	TX-04	5	48.8	51.2	3.4	13.5	16.8	14.6	82.3	17.7	10.5	12.5	73.3	28.2
5001300US4805	Texas	5	TX	Rep. Jeb Hensarling	R+17	Safe Rep	Solid Rep	Rep	TX-05	5	67.2	32.8	2.7	8.2	15.5	17.6	75.5	24.5	14.7	27.1	54.7	23.2
