rank,prime,digits,year,type,
1906,1118092122045*2^1290000-1,388341,2013,other,
1905,1118285427087*2^1290000-1,388341,2013,other,
1904,1118912885937*2^1290000-1,388341,2013,other,
1903,1119992865087*2^1290000-1,388341,2013,other,
1902,1120950876675*2^1290000-1,388341,2013,other,
1901,1122878083917*2^1290000-1,388341,2013,other,
1900,1122965314515*2^1290000-1,388341,2013,other,
1899,1123500185145*2^1290000-1,388341,2013,other,
1898,1124268113925*2^1290000-1,388341,2013,other,
1897,1125156360627*2^1290000-1,388341,2013,other,
1896,1126046180985*2^1290000-1,388341,2013,other,
1895,1126409632467*2^1290000-1,388341,2013,other,
1894,1126664017437*2^1290000-1,388341,2013,other,
1893,1126976603727*2^1290000-1,388341,2013,other,
1892,1128710732277*2^1290000-1,388341,2013,other,
1891,1130826639915*2^1290000-1,388341,2013,other,
1890,1134914346267*2^1290000-1,388341,2013,other,
1889,1135946642187*2^1290000-1,388341,2013,other,
1888,1136399992737*2^1290000-1,388341,2013,other,
1887,1138334454075*2^1290000-1,388341,2013,other,
1886,1140774031707*2^1290000-1,388341,2013,other,
1885,1141100366157*2^1290000-1,388341,2013,other,
1884,1143933001785*2^1290000-1,388341,2013,other,
1883,1144325099487*2^1290000-1,388341,2013,other,
1882,1146149349075*2^1290000-1,388341,2013,other,
1881,1146194696397*2^1290000-1,388341,2013,other,
1880,1147042745907*2^1290000-1,388341,2013,other,
1878,1147684911975*2^1290000-1,388341,2013,other,
1877,1147793253495*2^1290000-1,388341,2013,other,
1876,1151163876795*2^1290000-1,388341,2013,other,
1875,1152097577535*2^1290000-1,388341,2013,other,
1874,1153704503637*2^1290000-1,388341,2013,other,
1873,1154012056437*2^1290000-1,388341,2013,other,
1872,1157625866397*2^1290000-1,388341,2013,other,
1871,1158596020965*2^1290000-1,388341,2013,other,
1870,1158628172907*2^1290000-1,388341,2013,other,
1869,1158896696235*2^1290000-1,388341,2013,other,
1868,1159170525795*2^1290000-1,388341,2013,other,
1866,1160013767895*2^1290000-1,388341,2013,other,
1865,1160119347285*2^1290000-1,388341,2013,other,
1863,1164710569407*2^1290000-1,388341,2013,other,
1861,1168174212795*2^1290000-1,388341,2013,other,
1860,1168934752797*2^1290000-1,388341,2013,other,
1741,475*2^1290255-1,388409,2013,other,
1739,475*2^1291353-1,388739,2013,other,
1732,563*2^1293468-1,389376,2013,other,
1730,4009*2^1293751-1,389462,2013,other,
1728,3471*2^1293890-1,389504,2013,other,
1722,507*2^1295094-1,389865,2013,other,
1719,4085*2^1296362-1,390248,2013,other,
1714,567*2^1298854-1,390997,2013,other,
1705,4037*2^1300604-1,391525,2013,other,
1704,81112*151^179764+1,391707,2013,other,
1703,357*2^1301704-1,391855,2013,other,
1699,2925*2^1302041-1,391957,2013,other,
1697,1695*2^1302827+1,392194,2013,other,
1695,379*2^1302991-1,392242,2013,other,
1683,165054615*2^1307270-1,393536,2013,other,
1681,4059*2^1307909-1,393724,2013,other,
1675,4175*2^1309492-1,394200,2013,other,
1673,165054615*2^1310205-1,394420,2013,other,
1663,7605*2^1313276-1,395340,2013,other,
1655,4059*2^1316549-1,396325,2013,other,
1651,4037*2^1316934-1,396441,2013,other,
1645,4121*2^1318570-1,396933,2013,other,
1644,94189*2^1318646+1,396957,2013,Generalized,
1643,375*2^1319127-1,397100,2013,other,
1641,4025*2^1319326-1,397161,2013,other,
1617,18*683^141239+1,400333,2013,other,
1613,231*2^1332103-1,401006,2013,other,
1608,83110*151^184411+1,401833,2013,other,
1578,1315*2^1342783-1,404222,2013,other,
1576,1321*2^1343213-1,404351,2013,other,
1572,319*2^1344059-1,404605,2013,other,
1567,1063959*2^1346269-1,405274,2013,other,
1566,4065*2^1346405-1,405312,2013,other,
1565,361*2^1346489-1,405337,2013,other,
1562,1191*2^1346923-1,405468,2013,other,
1557,4065*2^1349206-1,406156,2013,other,
1549,273*2^1352006-1,406997,2013,other,
1548,1085*2^1352556-1,407163,2013,other,
1547,1345*2^1352629-1,407186,2013,other,
1546,367*2^1352793-1,407234,2013,other,
1544,30*939^137000+1,407257,2013,other,
1542,4151*2^1353222-1,407365,2013,other,
1537,1343*2^1354316-1,407693,2013,other,
1529,4233*22^304046+1,408162,2013,other,
1527,273*2^1356347-1,408304,2013,other,
1526,4133*2^1356364-1,408310,2013,other,
1511,1035*2^1362722-1,410224,2013,other,
1509,1383*2^1363428-1,410436,2013,other,
1503,273*2^1365107-1,410941,2013,other,
1497,1085*2^1366270-1,411292,2013,other,
1495,778*73^220782+1,411392,2013,other,
1493,237*2^1366717-1,411426,2013,other,
1489,1093*2^1367891-1,411780,2013,other,
1485,1055*2^1368554-1,411979,2013,other,
1484,1235*2^1369070-1,412135,2013,other,
1483,1169*2^1369516-1,412269,2013,other,
1480,4035*2^1369909-1,412388,2013,other,
1476,4179*2^1371539-1,412879,2013,other,
1475,237*2^1371630-1,412905,2013,other,
1463,4143*2^1376590-1,414399,2013,other,
1462,139*2^1376635-1,414411,2013,other,
1459,1395*2^1377793-1,414761,2013,other,
1456,1209*2^1378600-1,415004,2013,other,
1449,1001*2^1381338-1,415828,2013,other,
1448,4099*2^1381491-1,415874,2013,other,
1447,4005*2^1381901-1,415998,2013,other,
1445,4041*2^1382149-1,416072,2013,other,
1444,1077*2^1382270-1,416108,2013,other,
1439,1047*2^1383252-1,416404,2013,other,
1438,4119*2^1383765-1,416559,2013,other,
1429,4185*2^1387491-1,417681,2013,other,
1427,4129*2^1388319-1,417930,2013,other,
1422,1073*2^1389616-1,418320,2013,other,
1416,1387*2^1390577-1,418609,2013,other,
1410,1137*2^1395352-1,420046,2013,other,
1402,31723*2^1398273-507567,420927,2013,other,
1396,241*2^1398869-1,421104,2013,other,
1387,1055*2^1402194-1,422106,2013,other,
1376,1485*2^1407544+1,423717,2013,other,
1370,1263*2^1409755-1,424382,2013,other,
1366,1077*2^1411370-1,424868,2013,other,
1365,1155*2^1411898-1,425027,2013,other,
1364,199*2^1412913-1,425332,2013,other,
1363,3095674^65536+1,425379,2013,Generalized,
1356,1113*2^1414802-1,425901,2013,other,
1350,371*2^1417702-1,426774,2013,other,
1349,399*2^1418376-1,426977,2013,other,
1344,1425*2^1419356-1,427272,2013,other,
1339,1335*2^1421366-1,427877,2013,other,
1331,1299*2^1423389-1,428486,2013,other,
1327,1077*2^1424277-1,428754,2013,other,
1315,1127*2^1427558-1,429741,2013,other,
1313,1161*2^1428493-1,430023,2013,other,
1312,267*2^1429060-1,430193,2013,other,
1303,1255*2^1432761-1,431308,2013,other,
1298,213*2^1433675-1,431582,2013,other,
1293,1377*2^1434985-1,431977,2013,other,
1290,9135*2^1436354-1,432390,2013,other,
1287,9135*2^1438018-1,432891,2013,other,
1282,1073*2^1439352-1,433292,2013,other,
1277,1321*2^1442749-1,434314,2013,other,
1275,1071*2^1444099-1,434721,2013,other,
1274,1233*2^1445171-1,435043,2013,other,
1270,1125*2^1445487-1,435138,2013,other,
1267,1195*2^1446859-1,435552,2013,other,
1265,1197*2^1447460-1,435732,2013,other,
1261,1027*2^1448217-1,435960,2013,other,
1255,9101981*2^1449942-1,436483,2013,other,
1245,207*2^1453970-1,437691,2013,other,
1241,313*2^1456431-1,438432,2013,other,
1223,7673*2^1464988-1,441010,2013,other,
1220,1295*2^1467128-1,441653,2013,other,
1215,55*2^1468439-1,442046,2013,other,
1214,1155*2^1468763-1,442145,2013,other,
1211,1291*2^1470905-1,442790,2013,other,
1208,1197*2^1471378-1,442932,2013,other,
1206,1317*2^1471508-1,442972,2013,other,
1202,1263*2^1472875-1,443383,2013,other,ECPP
1201,357*2^1473125-1,443458,2013,other,
1196,1159*2^1475217-1,444088,2013,other,
1193,1329*2^1476061-1,444342,2013,other,
1191,138835*2^1476392+1,444444,2013,other,
1189,1071*2^1478005-1,444927,2013,other,
1182,1293*2^1480046-1,445542,2013,other,
1174,62*107^219967+1,446400,2013,other,
1173,377*2^1483586-1,446607,2013,other,
1168,1239*2^1486540-1,447497,2013,other,
1165,1077*2^1487269-1,447716,2013,other,
1159,1155*2^1490176-1,448591,2013,other,
1153,1023*2^1492030-1,449149,2013,other,
1152,1269*2^1492195-1,449199,2013,other,
1151,1347*2^1492537-1,449302,2013,other,
1149,1287*2^1493088-1,449468,2013,other,
1143,1365*2^1493923-1,449719,2013,other,
1139,1047*2^1494761-1,449971,2013,other,
1137,1351*2^1495467-1,450184,2013,other,
1131,147*2^1499333-1,451347,2013,other,
1124,197*2^1502095+1,452178,2013,other,
1123,237*2^1503376-1,452564,2013,other,
1122,1127*2^1504700-1,452963,2013,other,
1121,173*2^1504740-1,452975,2013,other,
1120,431*2^1505493+1,453202,2013,other,
1110,1107*2^1511864-1,455120,2013,other,
1109,237*2^1512216-1,455225,2013,other,
1103,135*2^1515894+1,456332,2013,other,
1102,243*2^1516368+1,456475,2013,other,
1101,291*2^1516592+1,456543,2013,other,
1099,375*2^1518534-1,457127,2013,other,
1098,1015*2^1520177-1,457622,2013,other,
1096,1257*2^1521398-1,457990,2013,other,
1092,1221*2^1522283-1,458256,2013,other,
1090,289*2^1522650+1,458366,2013,Generalized,
1089,1265*2^1523548-1,458637,2013,other,
1088,303*2^1523973+1,458765,2013,other,
1087,115*2^1524183-1,458827,2013,other,
1084,279*2^1526518+1,459531,2013,other,
1083,1113*2^1527832-1,459927,2013,other,
1082,1105*2^1529161-1,460327,2013,other,
1077,347*2^1529964-1,460568,2013,other,
1076,1099*2^1529993-1,460577,2013,other,
1075,1195*2^1530031-1,460589,2013,other,
1072,1203*2^1531143-1,460924,2013,other,
1071,165*2^1533368+1,461592,2013,other,
1070,393*2^1534045+1,461797,2013,other,
1069,291*2^1534413-1,461907,2013,other,
1064,1293*2^1536042-1,462398,2013,other,
1063,1245*2^1536104-1,462417,2013,other,
1061,1077*2^1537453-1,462823,2013,other,
1059,6*643^164915+1,463117,2013,other,
1058,395*2^1538975+1,463281,2013,other,
1053,149*2^1541152-1,463936,2013,other,
1051,227*2^1542323+1,464288,2013,other,
1046,477*2^1545648+1,465290,2013,other,
1044,135*2^1545961+1,465383,2013,other,
1043,409*2^1546542+1,465559,2013,other,
1040,52*701^163776+1,466063,2013,other,
1032,117*2^1554601-1,467984,2013,other,
1029,371*2^1559073+1,469331,2013,other,
1028,219*2^1560099+1,469639,2013,other,
1023,149*2^1561951+1,470197,2013,other,
1019,285*2^1563167-1,470563,2013,other,
1017,285*2^1565353-1,471221,2013,other,
1014,191*2^1567005+1,471718,2013,other,
1009,483*2^1568404+1,472140,2013,other,
1008,197*2^1568755+1,472245,2013,other,
1007,429*2^1569942+1,472603,2013,other,
1004,175*2^1571521-1,473078,2013,other,
992,365*2^1577413+1,474852,2013,other,
980,159*2^1579426+1,475457,2013,other,
975,(2^64-189)*10^476124+1,476144,2013,other,
972,277*2^1583097-1,476563,2013,other,
969,1908*22^355313+1,476984,2013,other,
968,277*2^1584740+1,477057,2013,other,
966,261*2^1586347+1,477541,2013,other,
958,285*2^1588353+1,478145,2013,other,
955,279*2^1590369-1,478752,2013,other,
953,135*2^1590711+1,478854,2013,other,
942,481*2^1593660+1,479743,2013,other,
936,315*2^1595314+1,480240,2013,other,
933,135*2^1596454+1,480583,2013,other,
931,235*2^1596836+1,480698,2013,other,
929,305*2^1597089+1,480775,2013,other,
921,48*580^174782-1,483000,2013,other,
919,183*2^1605657+1,483354,2013,other,
918,288*706^169692+1,483422,2013,other,
915,465*2^1606272+1,483539,2013,other,
908,459*2^1609603+1,484542,2013,other,
905,395*2^1611672-1,485165,2013,other,
903,357*2^1615655+1,486364,2013,other,
898,495*2^1616716+1,486683,2013,other,
896,269*2^1618877+1,487333,2013,other,
894,225*2^1620601-1,487852,2013,other,
880,267*2^1629148-1,490425,2013,other,
879,321*2^1629307+1,490473,2013,other,
872,267*2^1632893-1,491553,2013,other,
868,277*2^1634878+1,492150,2013,other,
867,169*2^1635086+1,492213,2013,Generalized,
857,265*2^1639448+1,493526,2013,other,
856,1035092*3^1035092-1,493871,2013,Generalized,
849,331*2^1646668+1,495699,2013,other,
848,445*2^1646888+1,495766,2013,other,
844,295*2^1648168+1,496151,2013,other,
840,183*2^1649506+1,496554,2013,other,
839,233*2^1649741+1,496624,2013,other,
835,499*2^1651814+1,497249,2013,other,
831,297*2^1655042-1,498220,2013,other,
830,171*2^1658303+1,499202,2013,other,
828,393*2^1658625+1,499299,2013,other,
823,441*2^1662069+1,500336,2013,other,
822,233*2^1662513+1,500469,2013,other,
821,403*2^1664194+1,500975,2013,other,
814,161*2^1668927+1,502400,2013,other,
811,141*2^1669965+1,502712,2013,other,
807,173*2^1673881+1,503891,2013,other,
802,255*2^1675403+1,504349,2013,other,
798,411*2^1677196+1,504889,2013,other,
793,309*2^1679867+1,505693,2013,other,
792,357*2^1679872+1,505695,2013,other,
791,193*2^1679938+1,505715,2013,other,
788,249*2^1681039+1,506046,2013,other,
787,1004*133^238300-1,506117,2013,other,
786,415*2^1684046+1,506951,2013,other,
784,133*2^1684616+1,507123,2013,other,
782,339*2^1685135+1,507279,2013,other,
774,217*2^1690664+1,508943,2013,other,
773,395*2^1690690-1,508951,2013,other,
771,299*2^1692271+1,509427,2013,other,
769,405*2^1693765+1,509877,2013,other,
752,313*2^1703119-1,512693,2013,other,
750,165*2^1703392+1,512775,2013,other,
746,165*2^1705093+1,513287,2013,other,
745,291*2^1705173-1,513311,2013,other,
744,267*2^1705793-1,513498,2013,other,
740,333*2^1708106+1,514194,2013,other,
737,237*2^1710490+1,514912,2013,other,
736,491*2^1710497+1,514914,2013,other,
732,423*2^1714680+1,516173,2013,other,
731,1017*2^1715060+1,516288,2013,other,
730,897*2^1716807+1,516814,2013,other,
729,545*2^1719517+1,517629,2013,other,
728,1159*2^1719862+1,517734,2013,other,
727,465*2^1720310+1,517868,2013,other,
726,1195*2^1720342+1,517878,2013,other,
722,547*2^1723020+1,518684,2013,other,
721,615*2^1724209+1,519042,2013,other,
720,729*2^1724434+1,519110,2013,Generalized,
719,813*2^1725925+1,519559,2013,other,
718,1151*2^1726187+1,519638,2013,other,
717,597*2^1726268+1,519662,2013,other,
716,600921*2^1727190-1,519942,2013,other,
714,879*2^1727602+1,520063,2013,other,
713,929*2^1728099+1,520213,2013,other,
712,997*2^1728146+1,520227,2013,other,
711,277*2^1728302+1,520274,2013,other,
710,213*2^1728569+1,520354,2013,other,
709,341*2^1728697+1,520393,2013,other,
708,193*2^1728894+1,520452,2013,other,
707,421*2^1729092+1,520512,2013,other,
706,55*2^1729777-1,520717,2013,other,
705,547*2^1731248+1,521161,2013,other,
704,471*2^1732587+1,521564,2013,other,
703,741*2^1733507+1,521841,2013,other,
700,545*2^1735043+1,522303,2013,other,
699,573*2^1735454+1,522427,2013,other,
698,1065*2^1736222+1,522658,2013,other,
697,729*2^1737901+1,523164,2013,other,
696,793*2^1738400+1,523314,2013,other,
694,627*2^1738864+1,523454,2013,other,
693,687*2^1739343+1,523598,2013,other,
692,357*2^1739732+1,523715,2013,other,
691,319*2^1740047-1,523809,2013,other,
690,525*2^1740056+1,523812,2013,other,
686,867*2^1742474+1,524540,2013,other,
684,243*2^1742689+1,524605,2013,other,
683,695*2^1742755+1,524625,2013,other,
682,415*2^1743176+1,524751,2013,other,
681,327*2^1743751+1,524924,2013,other,
680,495*2^1744183+1,525055,2013,other,
678,265*2^1745450+1,525436,2013,other,
677,183*2^1747660+1,526101,2013,other,
674,261*2^1751160+1,527155,2013,other,
673,641*2^1751823+1,527355,2013,other,
672,363*2^1752116+1,527443,2013,other,
670,387*2^1752919+1,527684,2013,other,
668,161*2^1754223+1,528076,2013,other,
667,955*2^1755312+1,528405,2013,other,
665,485*2^1755887+1,528578,2013,other,
663,603*2^1756142+1,528655,2013,other,
662,855*2^1756269+1,528693,2013,other,
661,135*2^1756478+1,528755,2013,other,ECPP
659,787*2^1757702+1,529124,2013,other,
658,417*2^1759055+1,529531,2013,other,
656,119*2^1759247+1,529589,2013,other,
655,969*2^1759430+1,529645,2013,other,ECPP
654,963*2^1761050+1,530132,2013,other,
653,531*2^1761689+1,530324,2013,other,
652,16193*22^395119-1,530421,2013,other,
651,717*2^1763367+1,530830,2013,other,
649,255*2^1765113+1,531355,2013,other,
648,981*2^1765221+1,531388,2013,other,
645,191*2^1766221+1,531688,2013,other,
644,273*2^1766747-1,531847,2013,other,
642,855*2^1768644+1,532418,2013,other,
641,473*2^1769101+1,532556,2013,other,
640,665*2^1769303+1,532617,2013,other,
639,795*2^1770840+1,533079,2013,other,
638,381*2^1771493+1,533276,2013,other,
637,163*2^1771524+1,533285,2013,other,
636,129*2^1774709+1,534243,2013,other,
632,511*2^1777488+1,535080,2013,other,
628,863*2^1778737+1,535457,2013,other,
627,455*2^1779315+1,535630,2013,other,
626,1061*2^1779595+1,535715,2013,other,
623,883*2^1780324+1,535934,2013,other,
622,575*2^1781313+1,536232,2013,other,
621,231*2^1783821+1,536986,2013,other,
619,1187*2^1785707+1,537555,2013,other,
618,921*2^1785808+1,537585,2013,other,
617,507*2^1786194+1,537701,2013,other,
616,933*2^1786320+1,537739,2013,other,
614,227*2^1786779+1,537877,2013,other,
613,247*2^1786968+1,537934,2013,other,
612,565*2^1787136+1,537985,2013,other,
611,441*2^1787789+1,538181,2013,other,
609,273*2^1788926-1,538523,2013,other,
608,975*2^1789341+1,538649,2013,other,
607,1059*2^1789353+1,538652,2013,other,
606,607*2^1790196+1,538906,2013,other,
605,431*2^1791441+1,539281,2013,other,
604,1103*2^1792513+1,539604,2013,other,
603,423*2^1794546+1,540215,2013,other,
601,1103*2^1796969+1,540945,2013,other,
600,319*2^1797261-1,541032,2013,other,
599,1047*2^1797890+1,541222,2013,other,
596,1045*2^1800784+1,542094,2013,other,
592,985*2^1801582+1,542334,2013,other,
591,661*2^1802024+1,542467,2013,other,
590,385*2^1802362+1,542568,2013,other,
589,691*2^1804332+1,543161,2013,other,
588,915*2^1805031+1,543372,2013,other,
587,981*2^1805368+1,543473,2013,other,
586,1033*2^1805844+1,543617,2013,other,
585,889*2^1806470+1,543805,2013,other,
584,375*2^1806591+1,543841,2013,other,
582,145*2^1807767-1,544195,2013,other,
581,659*2^1808691+1,544474,2013,other,
578,1099*2^1810686+1,545074,2013,other,
577,693*2^1811517+1,545324,2013,other,
576,1197*2^1811852+1,545425,2013,other,
575,1143*2^1813125+1,545809,2013,other,
572,555*2^1813556+1,545938,2013,other,
571,1029*2^1813839+1,546023,2013,other,
570,875*2^1814911+1,546346,2013,other,
566,127*2^1817862+1,547234,2013,other,
565,229*2^1818078+1,547299,2013,other,
564,875*2^1818427+1,547405,2013,other,
562,1161*2^1818637+1,547468,2013,other,
561,593*2^1818825+1,547524,2013,other,
560,557*2^1819191+1,547634,2013,other,
559,921*2^1819560+1,547746,2013,other,
558,933*2^1820068+1,547899,2013,other,
557,513*2^1820982+1,548173,2013,other,
556,993*2^1821088+1,548206,2013,other,
555,1089*2^1821417+1,548305,2013,other,
554,991*2^1822216+1,548545,2013,other,
553,1135*2^1824103-1,549113,2013,other,
552,389*2^1824385+1,549198,2013,other,
549,679*2^1824918+1,549358,2013,other,
548,825*2^1825439+1,549515,2013,other,
547,1021*2^1827279-1,550069,2013,other,
546,197*2^1830255+1,550964,2013,other,
544,519*2^1831415+1,551314,2013,other,
543,761*2^1831569+1,551361,2013,other,
542,549*2^1832457+1,551628,2013,other,
539,309*2^1834379+1,552206,2013,other,
537,423*2^1835585+1,552569,2013,other,
536,309*2^1836139+1,552736,2013,other,
535,333*2^1837105+1,553027,2013,other,
533,135*2^1838124+1,553333,2013,other,
532,779*2^1838955+1,553584,2013,other,
531,681*2^1839269+1,553678,2013,other,
530,953*2^1841461+1,554338,2013,other,
529,261*2^1843555-1,554968,2013,other,
528,1029*2^1844975+1,555396,2013,other,
527,1011*2^1846173+1,555757,2013,other,
526,261*2^1848217+1,556372,2013,other,
525,639*2^1848903+1,556579,2013,other,
523,765*2^1849609+1,556791,2013,other,
519,669*2^1857223+1,559083,2013,other,
517,1177*2^1859144+1,559662,2013,other,
515,161*2^1859586-1,559794,2013,other,
513,411*2^1861627+1,560409,2013,other,
510,1161*2^1863637+1,561014,2013,other,
509,427*2^1863702+1,561033,2013,other,
508,489*2^1864339+1,561225,2013,other,
507,407*2^1864735+1,561344,2013,other,
506,503*2^1868417+1,562453,2013,other,
505,933*2^1868602+1,562509,2013,other,
503,575*2^1869989+1,562926,2013,other,
502,735*2^1870118+1,562965,2013,other,
499,495*2^1874077+1,564157,2013,other,
498,1199*2^1874495+1,564283,2013,other,
497,1043*2^1875213+1,564499,2013,other,
494,267*2^1876604+1,564917,2013,other,
493,613*2^1876758+1,564964,2013,other,
492,645*2^1877756+1,565264,2013,other,
491,729*2^1877995+1,565336,2013,other,
490,441*2^1879067+1,565659,2013,other,
489,89*2^1879132-1,565678,2013,other,
488,277*2^1880022+1,565946,2013,other,
487,639*2^1880451+1,566075,2013,other,
486,693*2^1881882+1,566506,2013,other,
485,879*2^1883385+1,566959,2013,other,
484,485*2^1884579+1,567318,2013,other,
483,744716047603963*2^1884575-1,567329,2013,other,
482,987*2^1885160+1,567493,2013,other,
481,975*2^1885724+1,567663,2013,other,
480,791*2^1885961+1,567734,2013,other,
479,347*2^1887507+1,568199,2013,other,
478,585*2^1887819+1,568293,2013,other,
477,221*2^1889983+1,568944,2013,other,
474,687*2^1891730+1,569471,2013,other,
473,707*2^1895035+1,570466,2013,other,
472,633*2^1897632+1,571247,2013,other,
471,553*2^1902102+1,572593,2013,other,
469,969*2^1904357+1,573272,2013,other,
468,573*2^1907450+1,574203,2013,other,
467,291*2^1907541-1,574230,2013,other,
466,435*2^1908579+1,574543,2013,other,
465,611*2^1909525+1,574828,2013,other,
464,621*2^1909716+1,574885,2013,other,
463,267*2^1909876-1,574933,2013,other,
461,849*2^1913021+1,575880,2013,other,
460,207*2^1913067+1,575893,2013,other,
459,1125*2^1915695+1,576685,2013,other,
458,1087*2^1916212+1,576841,2013,other,
457,191*2^1916611+1,576960,2013,other,
456,133631*28^398790-1,577118,2013,other,
455,157*2^1920152+1,578026,2013,other,
454,625*2^1921056+1,578299,2013,Generalized,
453,851*2^1922179+1,578637,2013,other,
452,319*2^1923378+1,578997,2013,other,
450,1005*2^1923658+1,579082,2013,other,
449,633*2^1925684+1,579692,2013,other,
446,735*2^1929225+1,580758,2013,other,
445,387*2^1930200+1,581051,2013,other,
442,363*2^1932724+1,581811,2013,other,
440,239*2^1936025+1,582804,2013,other,
439,555*2^1937595+1,583277,2013,other,
438,1091*2^1937857+1,583357,2013,other,
437,865*2^1938180+1,583454,2013,other,
436,1179*2^1938570+1,583571,2013,other,
435,575*2^1938673+1,583602,2013,other,
434,221*2^1940211+1,584065,2013,other,
433,827*2^1940747+1,584226,2013,other,
432,193*2^1940804+1,584243,2013,other,
431,1093*2^1941672+1,584505,2013,other,
430,269*2^1942389+1,584720,2013,other,
428,417*2^1943755+1,585132,2013,other,
427,675*2^1945232+1,585577,2013,other,
426,639*2^1945473+1,585649,2013,other,
424,539*2^1949135+1,586751,2013,other,
423,313*2^1949544+1,586874,2013,other,
422,1101*2^1950812+1,587256,2013,other,
421,1173*2^1951169+1,587364,2013,other,
420,641*2^1952941+1,587897,2013,other,
419,351*2^1954003+1,588217,2013,other,
417,673*2^1954456+1,588353,2013,other,
416,1137*2^1954730+1,588436,2013,other,
414,1045*2^1955356+1,588624,2013,other,
413,74*500^218184-1,588874,2013,other,
412,229*2^1956294+1,588906,2013,other,
411,129*2^1956915+1,589093,2013,other,
410,1149*2^1957223+1,589186,2013,other,
409,803*2^1959445+1,589855,2013,other,
408,225*2^1960083+1,590047,2013,other,
406,113*2^1960341+1,590124,2013,other,
405,175*2^1962288+1,590710,2013,other,
404,1089*2^1964474+1,591369,2013,Generalized,
403,1089*2^1964781+1,591462,2013,other,
400,273*2^1966630+1,592018,2013,other,
399,203*2^1966689+1,592035,2013,other,
398,1035*2^1967708+1,592343,2013,other,
397,989*2^1967819+1,592376,2013,other,
396,833*2^1967841+1,592383,2013,other,
395,731*2^1968039+1,592442,2013,other,
394,1159*2^1968190+1,592488,2013,other,
393,441*2^1968431+1,592560,2013,other,
392,549*2^1971183+1,593388,2013,other,
391,705*2^1972428+1,593763,2013,other,
388,1147*2^1978390+1,595558,2013,other,
387,731*2^1980503+1,596194,2013,other,
386,445*2^1980900+1,596313,2013,other,
383,174344*5^855138-1,597722,2013,other,
382,749*2^1986977+1,598143,2013,other,
381,162434*5^856004-1,598327,2013,other,
380,135*2^1987735+1,598370,2013,other,
379,733*2^1988086+1,598477,2013,other,
378,101*2^1988279+1,598534,2013,other,
377,629*2^1988579+1,598625,2013,other,
376,1019*2^1988959+1,598740,2013,other,
374,547*2^1990606+1,599235,2013,other,
373,209*2^1992071+1,599676,2013,other,
372,589*2^1992774+1,599888,2013,other,
368,497*2^1994051+1,600272,2013,other,
367,577*2^1994634+1,600448,2013,other,
365,261*2^1995105+1,600589,2013,other,
364,19861029*2^1995311-1,600656,2013,other,
363,669*2^1995918+1,600835,2013,other,
362,573*2^1998232+1,601531,2013,other,
361,657*2^1998854+1,601718,2013,other,
359,77*2^2002742-1,602888,2013,other,
352,101*2^2009735+1,604993,2013,other,
348,59506*6^780877+1,607646,2013,other,
337,57*2^2033643+1,612190,2013,other,
329,73*2^2048754+1,616739,2013,other,
327,71*2^2051313+1,617509,2013,other,
320,125*2^2071555+1,623603,2013,other,
319,73*2^2071592+1,623614,2013,other,
317,65*2^2073229+1,624106,2013,other,
316,73*2^2075936+1,624921,2013,other,
312,79*2^2078162+1,625591,2013,other,
307,107*2^2081775+1,626679,2013,other,
302,85*2^2087651-1,628448,2013,other,
297,103*2^2093350+1,630164,2013,other,
294,35*2^2099769+1,632095,2013,other,
284,33*2^2118570-1,637755,2013,other,
283,8331405*2^2120345-1,638295,2013,other,
278,37*2^2128328+1,640693,2013,other,
277,110488*5^917100+1,641031,2013,other,
266,67*2^2148060+1,646633,2013,other,
265,111*2^2150802-1,647458,2013,other,
263,31340*6^833096+1,648280,2013,other,
261,102976*5^929801-1,649909,2013,other,
256,70082*5^936972-1,654921,2013,other,
253,39*2^2188855+1,658913,2013,other,
242,33*2^2212971-1,666173,2013,other,
241,157533*2^2214598-1,666666,2013,other,
240,33*2^2215291-1,666871,2013,other,
235,103*2^2232551-1,672067,2013,other,
234,831*2^2235253+1,672882,2013,other,
233,35*2^2241049+1,674625,2013,other,
232,374565*2^2247391+1,676538,2013,Generalized,
231,65*2^2250637+1,677512,2013,other,
230,217499*28^470508-1,680905,2013,other,
229,93*2^2263894+1,681502,2013,other,
227,97768*5^987383-1,690157,2013,other,
220,147855!-1,700177,2013,Factorial,
217,83*2^2342345+1,705119,2013,other,
216,33*2^2345001+1,705918,2013,other,
210,119878*5^1019645-1,712707,2013,other,
207,99*2^2370390+1,713561,2013,other,
203,99*2^2383846+1,717612,2013,other,
201,243686*5^1036954-1,724806,2013,other,
200,69*2^2410035-1,725495,2013,other,
196,114986*5^1052966-1,735997,2013,other,
195,75*2^2446050+1,736337,2013,other,
190,55154*5^1063213+1,743159,2013,other,
185,57*2^2492031+1,750178,2013,other,
184,33*2^2499883-1,752542,2013,other,
181,130484*5^1080012-1,754902,2013,other,
179,33*2^2513872-1,756753,2013,other,
178,83*2^2537641+1,763908,2013,other,
177,305716*5^1093095-1,764047,2013,other,
175,689186^131072+1,765243,2013,Generalized,
170,51*2^2578652+1,776254,2013,other,
168,25*2^2583690+1,777770,2013,Generalized,
166,329584*5^1122935-1,784904,2013,other,
165,87*2^2609046+1,785404,2013,other,
163,1063730^131072+1,789949,2013,Generalized,
162,17152*5^1131205-1,790683,2013,other,
161,87*2^2630468+1,791852,2013,other,
160,92182*5^1135262+1,793520,2013,other,
